Caller,Callee
org.apache.commons.cli.Parser.updateRequiredOptions(Option)	org.apache.commons.cli.OptionGroup.isRequired()
org.apache.commons.cli.OptionTest.testBuilderMethods()	org.apache.commons.cli.Option.builder(String)
org.apache.commons.cli.Option.addValueForProcessing(String)	org.apache.commons.cli.Option.processValue(String)
org.apache.commons.cli.Parser.processOption(String,ListIterator<String>)	org.apache.commons.cli.Parser.processArgs(Option,ListIterator<String>)
org.apache.commons.cli.PosixParser.flatten(Options,String[],boolean)	org.apache.commons.cli.PosixParser.gobble(Iterator<String>)
org.apache.commons.cli.CommandLine.hasOption(String)	org.apache.commons.cli.CommandLine.resolveOption(String)
org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String)	org.apache.commons.cli.HelpFormatter.printWrapped(PrintWriter,int,int,String)
org.apache.commons.cli.CommandLineTest.testGetOptionPropertiesWithOption()	org.apache.commons.cli.CommandLine.getOptionProperties(Option)
org.apache.commons.cli.AbstractParserTestCase.testAmbiguousPartialLongOption3()	org.apache.commons.cli.AmbiguousOptionException.getMatchingOptions()
org.apache.commons.cli.AbstractParserTestCase.testPropertyOverrideValues()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.DefaultParserTest.testShortOptionQuoteHandlingWithoutStrip()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.OptionTest.testBuilderInsufficientParams2()	org.apache.commons.cli.Option.Builder.desc(String)
org.apache.commons.cli.AbstractParserTestCase.testPropertyOptionFlags()	org.apache.commons.cli.Options.addOption(String,boolean,String)
org.apache.commons.cli.ValuesTest.testShortArgs()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.AbstractParserTestCase.testLongWithEqualDoubleDash()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.AbstractParserTestCase.testMissingArg()	org.apache.commons.cli.Option.getOpt()
org.apache.commons.cli.AbstractParserTestCase.testUnambiguousPartialLongOption4()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.PosixParser.burstToken(String,boolean)	org.apache.commons.cli.Options.getOption(String)
org.apache.commons.cli.AbstractParserTestCase.testUnambiguousPartialLongOption4()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.bug.BugCLI162Test.testPrintHelpLongLines()	org.apache.commons.cli.Options.addOption(String,String,boolean,String)
org.apache.commons.cli.HelpFormatterTest.testPrintHelpWithEmptySyntax()	org.apache.commons.cli.HelpFormatter.printHelp(String,Options)
org.apache.commons.cli.ValuesTest.setUp()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.bug.BugCLI13Test.testCLI13()	org.apache.commons.cli.OptionBuilder.withArgName(String)
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions()	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.OptionGroupTest.testSingleOptionFromGroup()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String,boolean)	org.apache.commons.cli.HelpFormatter.getWidth()
org.apache.commons.cli.ApplicationTest.testLs()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.OptionBuilder.create()
org.apache.commons.cli.HelpFormatterTest.testPrintRequiredOptionGroupUsage()	org.apache.commons.cli.Option.Builder.build()
org.apache.commons.cli.ApplicationTest.testGroovy()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.DefaultParserTest.testLongOptionQuoteHandlingWithoutStrip()	org.apache.commons.cli.DefaultParser.Builder.setStripLeadingAndTrailingQuotes(Boolean)
org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String)	org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String,boolean)
org.apache.commons.cli.ValueTest.testLongOptionalNArgValues()	org.apache.commons.cli.CommandLine.getArgs()
org.apache.commons.cli.HelpFormatterTest.testDefaultArgName()	org.apache.commons.cli.Option.Builder.hasArg()
org.apache.commons.cli.AbstractParserTestCase.testPropertyOptionSingularValue()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.ValuesTest.testCharSeparator()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.bug.BugsTest.test11458()	org.apache.commons.cli.Option.getValue(int)
org.apache.commons.cli.TypeHandlerTest.testCreateValueObject_notInstantiableClass()	org.apache.commons.cli.TypeHandler.createValue(String,Class<T>)
org.apache.commons.cli.HelpFormatterTest.testHelpWithLongOptSeparator()	org.apache.commons.cli.HelpFormatter.printHelp(PrintWriter,int,String,String,Options,int,int,String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.AbstractParserTestCase.testMissingRequiredOption()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.ValuesTest.testComplexValues()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.OptionTest.testHashCode()	org.apache.commons.cli.Option.builder()
org.apache.commons.cli.bug.BugsTest.test13666()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.CommandLineTest.testGetOptionProperties()	org.apache.commons.cli.OptionBuilder.hasArgs(int)
org.apache.commons.cli.Parser.processArgs(Option,ListIterator<String>)	org.apache.commons.cli.Parser.getOptions()
org.apache.commons.cli.Options.addOption(String,String,boolean,String)	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.CommandLineTest.testNullhOption()	org.apache.commons.cli.Option.builder(String)
