Caller,Callee
org.apache.commons.cli.GnuParserTest.testMultipleWithLong()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.Option.addValueForProcessing(String)	org.apache.commons.cli.Option.processValue(String)
org.apache.commons.cli.CommandLine.hasOption(String)	org.apache.commons.cli.CommandLine.resolveOption(String)
org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String)	org.apache.commons.cli.HelpFormatter.printWrapped(PrintWriter,int,int,String)
org.apache.commons.cli.ValueTest.testPropertyOptionFlags()	org.apache.commons.cli.Parser.parse(Options,String[],Properties)
org.apache.commons.cli.ValuesTest.testShortArgs()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.PosixParser.process(String)	org.apache.commons.cli.Option.hasArg()
org.apache.commons.cli.GnuParserTest.testShortWithEqual()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.PosixParser.burstToken(String,boolean)	org.apache.commons.cli.Options.getOption(String)
org.apache.commons.cli.GnuParserTest.testShortWithEqual()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.HelpFormatterTest.testPrintHelpWithEmptySyntax()	org.apache.commons.cli.HelpFormatter.printHelp(String,Options)
org.apache.commons.cli.GnuParserTest.testMissingArg()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.PosixParserTest.testExtraOption()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.ValuesTest.setUp()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.bug.BugCLI13Test.testCLI13()	org.apache.commons.cli.OptionBuilder.withArgName(String)
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions()	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.ApplicationTest.testLs()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.CLI2ConverterTest.setUp()	org.apache.commons.cli.OptionBuilder.hasOptionalArg()
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.OptionBuilder.create()
org.apache.commons.cli.HelpFormatter.printWrapped(PrintWriter,int,int,String)	org.apache.commons.cli.HelpFormatter.renderWrappedText(StringBuffer,int,int,String)
org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String)	org.apache.commons.cli.HelpFormatter.printHelp(String,String,Options,String,boolean)
org.apache.commons.cli.ValueTest.testLongOptionalNArgValues()	org.apache.commons.cli.CommandLine.getArgs()
org.apache.commons.cli.ValuesTest.testCharSeparator()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ValuesTest.testComplexValues()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.CommandLineTest.testGetOptionProperties()	org.apache.commons.cli.OptionBuilder.hasArgs(int)
org.apache.commons.cli.Options.addOption(String,String,boolean,String)	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.ParseRequiredTest.testWithRequiredOption()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.Options.addOptionGroup(OptionGroup)	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.BugsTest.test13666()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.Options.addOption(String,boolean,String)
org.apache.commons.cli.ApplicationTest.testLs()	org.apache.commons.cli.OptionBuilder.withDescription(String)
org.apache.commons.cli.PosixParserTest.testComplexShort()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.OptionBuilderTest.testSpecialOptChars()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.HelpFormatterTest.testAccessors()	org.apache.commons.cli.HelpFormatter.setArgName(String)
org.apache.commons.cli.OptionBuilderTest.testIllegalOptions()	org.apache.commons.cli.OptionBuilder.create(String)
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional()	org.apache.commons.cli.CommandLine.getOptionValue(String)
org.apache.commons.cli.CLI2Converter.option(Option)	org.apache.commons.cli.Option.getValueSeparator()
org.apache.commons.cli.Parser.parse(Options,String[],Properties,boolean)	org.apache.commons.cli.Option.clearValues()
org.apache.commons.cli.PosixParserTest.testSimpleShort()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.PosixParserTest.testDoubleDash()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.HelpFormatterTest.testPrintOptionWithEmptyArgNameUsage()	org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)
org.apache.commons.cli.HelpFormatterTest.testAccessors()	org.apache.commons.cli.HelpFormatter.setNewLine(String)
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional()	org.apache.commons.cli.CommandLine.getOptionValue(String,String)
org.apache.commons.cli.BugsTest.test11458()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.OptionGroupTest.testTwoLongOptionsFromGroup()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.BugsTest.test11458()	org.apache.commons.cli.Option.getValue(int)
org.apache.commons.cli.Options.addOption(Option)	org.apache.commons.cli.Option.isRequired()
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt()	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.PosixParserTest.testSimpleShort()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.Parser.processOption(String,ListIterator)	org.apache.commons.cli.Option.isRequired()
org.apache.commons.cli.BugsTest.test12210()	org.apache.commons.cli.Options.addOptionGroup(OptionGroup)
org.apache.commons.cli.OptionGroup.toString()	org.apache.commons.cli.Option.getOpt()
org.apache.commons.cli.HelpFormatter.appendOption(StringBuffer,Option,boolean)	org.apache.commons.cli.Option.getLongOpt()
org.apache.commons.cli.HelpFormatterTest.testAccessors()	org.apache.commons.cli.HelpFormatter.getLongOptPrefix()
org.apache.commons.cli.CLI2Converter.option(Option)	org.apache.commons.cli.Option.hasArg()
org.apache.commons.cli.Parser.processArgs(Option,ListIterator)	org.apache.commons.cli.Option.addValueForProcessing(String)
org.apache.commons.cli.GnuParserTest.testMultiple()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.OptionTest.testSubclass()	org.apache.commons.cli.Option.clone()
org.apache.commons.cli.CommandLine.getOptionValues(char)	org.apache.commons.cli.CommandLine.getOptionValues(String)
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.BugsTest.test14786()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.Options.getOptionGroup(Option)	org.apache.commons.cli.Option.getKey()
org.apache.commons.cli.bug.BugCLI71Test.testGetsDefaultIfOptional()	org.apache.commons.cli.Option.setOptionalArg(boolean)
org.apache.commons.cli.bug.BugCLI148Test.testWorkaround1()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.CommandLine.getOptionObject(String)	org.apache.commons.cli.Option.getType()
org.apache.commons.cli.OptionsTest.testHelpOptions()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.PosixParserTest.testSingleDash()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.HelpFormatter.printHelp(PrintWriter,int,String,String,Options,int,int,String,boolean)	org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)
org.apache.commons.cli.HelpFormatterExamples.main(String[])	org.apache.commons.cli.HelpFormatterExamples.manExample()
org.apache.commons.cli.Parser.processProperties(Properties)	org.apache.commons.cli.CommandLine.addOption(Option)
org.apache.commons.cli.OptionBuilderTest.testCompleteOption()	org.apache.commons.cli.OptionBuilder.withDescription(String)
org.apache.commons.cli.BugsTest.test27635()	org.apache.commons.cli.OptionBuilder.create()
org.apache.commons.cli.OptionBuilderTest.testCompleteOption()	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.GnuParserTest.testMultipleWithLong()	org.apache.commons.cli.Parser.parse(Options,String[],boolean)
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.CommandLineTest.testGetOptionProperties()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.BugsTest.test14786()	org.apache.commons.cli.OptionBuilder.isRequired()
org.apache.commons.cli.ValuesTest.setUp()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.OptionBuilder.hasOptionalArgs()
org.apache.commons.cli.PosixParserTest.testLongOptionWithShort()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.Parser.processArgs(Option,ListIterator)	org.apache.commons.cli.Option.getValues()
org.apache.commons.cli.ValueTest.testShortOptionalArgValues()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.OptionGroupTest.testTwoOptionsFromDifferentGroup()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.PosixParserTest.testMultiple()	org.apache.commons.cli.CommandLine.getArgs()
org.apache.commons.cli.OptionGroupTest.testSingleOption()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.Options.getOption(String)	org.apache.commons.cli.Util.stripLeadingHyphens(String)
org.apache.commons.cli.bug.BugCLI13Test.testCLI13()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.CommandLine.getOptionProperties(String)	org.apache.commons.cli.Option.getOpt()
org.apache.commons.cli.ApplicationTest.testAnt()	org.apache.commons.cli.CommandLine.getOptionValues(String)
org.apache.commons.cli.BugsTest.test11456()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.BugsTest.test27635()	org.apache.commons.cli.OptionBuilder.withValueSeparator()
org.apache.commons.cli.Parser.processOption(String,ListIterator)	org.apache.commons.cli.Options.hasOption(String)
org.apache.commons.cli.GnuParserTest.testShortWithEqual()	org.apache.commons.cli.OptionBuilder.hasArg()
org.apache.commons.cli.HelpFormatterTest.testPrintOptionWithEmptyArgNameUsage()	org.apache.commons.cli.Option.setRequired(boolean)
org.apache.commons.cli.OptionBuilderTest.testTwoCompleteOptions()	org.apache.commons.cli.Option.hasArg()
org.apache.commons.cli.ValuesTest.testCharSeparator()	org.apache.commons.cli.CommandLine.hasOption(char)
org.apache.commons.cli.bug.BugCLI13Test.testCLI13()	org.apache.commons.cli.OptionBuilder.withDescription(String)
org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)	org.apache.commons.cli.HelpFormatter.printWrapped(PrintWriter,int,int,String)
org.apache.commons.cli.bug.BugCLI51Test.test()	org.apache.commons.cli.bug.BugCLI51Test.buildCommandLineOptions()
org.apache.commons.cli.CLI2Converter.option(Option)	org.apache.commons.cli.Option.getDescription()
org.apache.commons.cli.HelpFormatter.printHelp(int,String,String,Options,String)	org.apache.commons.cli.HelpFormatter.printHelp(int,String,String,Options,String,boolean)
org.apache.commons.cli.BugsTest.test31148()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.OptionTest.testClone()	org.apache.commons.cli.Option.getValuesList()
org.apache.commons.cli.GnuParserTest.testLongWithEqualSingleDash()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.HelpFormatterTest.testPrintSortedUsageWithNullComparator()	org.apache.commons.cli.HelpFormatter.printUsage(PrintWriter,int,String,Options)
org.apache.commons.cli.ValueTest.testShortOptionalArgValue()	org.apache.commons.cli.Parser.parse(Options,String[])
org.apache.commons.cli.CommandLine.getOptionValue(String)	org.apache.commons.cli.CommandLine.getOptionValues(String)
org.apache.commons.cli.BugsTest.test15046()	org.apache.commons.cli.Options.addOption(Option)
org.apache.commons.cli.CLI2Converter.option(Option)	org.apache.commons.cli.Option.hasOptionalArg()
org.apache.commons.cli.OptionBuilderTest.testBaseOptionCharOpt()	org.apache.commons.cli.Option.hasArg()
org.apache.commons.cli.OptionGroupTest.testSingleOption()	org.apache.commons.cli.CommandLine.hasOption(String)
org.apache.commons.cli.ParseRequiredTest.testMissingRequiredOptions()	org.apache.commons.cli.OptionBuilder.create(char)
org.apache.commons.cli.BugsTest.test11680()	org.apache.commons.cli.CommandLineParser.parse(Options,String[])
org.apache.commons.cli.PosixParser.flatten(Options,String[],boolean)	org.apache.commons.cli.PosixParser.processSingleHyphen(String)
org.apache.commons.cli.ValueTest.setUp()	org.apache.commons.cli.OptionBuilder.withLongOpt(String)
org.apache.commons.cli.OptionGroupTest.testNoOptionsExtraArgs()	org.apache.commons.cli.CommandLine.getArgList()
org.apache.commons.cli.ValuesTest.setUp()	org.apache.commons.cli.OptionBuilder.hasArgs(int)
org.apache.commons.cli.CLI2Converter.option(Option)	org.apache.commons.cli.Option.getType()
